"suburb","state","postcode"
"CEDAR GROVE","QLD","4285"
"CEDAR VALE","QLD","4285"
"CHRISTMAS CREEK","QLD","4285"
"GLENEAGLE","QLD","4285"
"HILLVIEW","QLD","4285"
"JOSEPHVILLE","QLD","4285"
"KERRY","QLD","4285"
"KOORALBYN","QLD","4285"
"LARAVALE","QLD","4285"
"MUNDOOLUN","QLD","4285"
"TABRAGALBA","QLD","4285"
"TAMROOKUM","QLD","4285"
"VERESDALE","QLD","4285"
"VERESDALE SCRUB","QLD","4285"
"WOODHILL","QLD","4285"
"PALEN CREEK","QLD","4287"
"RATHDOWNEY","QLD","4287"
"RUNNING CREEK","QLD","4287"
"AUGUSTINE HEIGHTS","QLD","4300"
"BELLBIRD PARK","QLD","4300"
"BROOKWATER","QLD","4300"
"CAMIRA","QLD","4300"
"GAILES","QLD","4300"
"GOODNA","QLD","4300"
"SPRINGFIELD","QLD","4300"
"SPRINGFIELD CENTRAL","QLD","4300"
"SPRINGFIELD LAKES","QLD","4300"
"SPRING MOUNTAIN","QLD","4300"
"COLLINGWOOD PARK","QLD","4301"
"REDBANK","QLD","4301"
"REDBANK PLAINS","QLD","4301"
"DINMORE","QLD","4303"
"RIVERVIEW","QLD","4303"
"BLACKSTONE","QLD","4304"
"BOOVAL","QLD","4304"
"BUNDAMBA","QLD","4304"
"EBBW VALE","QLD","4304"
"NORTH BOOVAL","QLD","4304"
"SILKSTONE","QLD","4304"
"BASIN POCKET","QLD","4305"
"BRASSALL","QLD","4305"
"CHURCHILL","QLD","4305"
"COALFALLS","QLD","4305"
"EASTERN HEIGHTS","QLD","4305"
"EAST IPSWICH","QLD","4305"
"FLINDERS VIEW","QLD","4305"
"IPSWICH","QLD","4305"
"LEICHHARDT","QLD","4305"
"MOORES POCKET","QLD","4305"
"NEWTOWN","QLD","4305"
"NORTH IPSWICH","QLD","4305"
"NORTH TIVOLI","QLD","4305"
"ONE MILE","QLD","4305"
"RACEVIEW","QLD","4305"
"SADLIERS CROSSING","QLD","4305"
"TIVOLI","QLD","4305"
"WEST IPSWICH","QLD","4305"
"WOODEND","QLD","4305"
"WULKURAKA","QLD","4305"
"YAMANTO","QLD","4305"
"BARELLAN POINT","QLD","4306"
"BLACKSOIL","QLD","4306"
"CHUWAR","QLD","4306"
"DEEBING HEIGHTS","QLD","4306"
"DUNDAS","QLD","4306"
"FAIRNEY VIEW","QLD","4306"
"FERNVALE","QLD","4306"
"GLAMORGAN VALE","QLD","4306"
"GOOLMAN","QLD","4306"
"HAIGSLEA","QLD","4306"
"IRONBARK","QLD","4306"
"KARALEE","QLD","4306"
"KARANA DOWNS","QLD","4306"
"KARRABIN","QLD","4306"
"KHOLO","QLD","4306"
"LARK HILL","QLD","4306"
"MOUNT CROSBY","QLD","4306"
"MUIRLEA","QLD","4306"
"PEAK CROSSING","QLD","4306"
"PINE MOUNTAIN","QLD","4306"
"PURGA","QLD","4306"
"RIPLEY","QLD","4306"
"SOUTH RIPLEY","QLD","4306"
"THAGOONA","QLD","4306"
"VERNOR","QLD","4306"
"WALLOON","QLD","4306"
"WANORA","QLD","4306"
"WHITE ROCK","QLD","4306"
"WILLOWBANK","QLD","4306"
"WIVENHOE POCKET","QLD","4306"
"COLEYVILLE","QLD","4307"
"HARRISVILLE","QLD","4307"
"MUTDAPILLY","QLD","4307"
"RADFORD","QLD","4307"
"SILVERDALE","QLD","4307"
"WARRILL VIEW","QLD","4307"
"WILSONS PLAINS","QLD","4307"
"ARATULA","QLD","4309"
"CHARLWOOD","QLD","4309"
"FASSIFERN","QLD","4309"
"FASSIFERN VALLEY","QLD","4309"
"FRAZERVIEW","QLD","4309"
"KALBAR","QLD","4309"
"MILORA","QLD","4309"
"MOOGERAH","QLD","4309"
"MUNBILLA","QLD","4309"
"TAROME","QLD","4309"
"ALLANDALE","QLD","4310"
"ANTHONY","QLD","4310"
"BOONAH","QLD","4310"
"BUNBURRA","QLD","4310"
"CANNON CREEK","QLD","4310"
"COOCHIN","QLD","4310"
"COULSON","QLD","4310"
"CROFTBY","QLD","4310"
"DUGANDAN","QLD","4310"
"FRENCHES CREEK","QLD","4310"
"HOYA","QLD","4310"
"MAROON","QLD","4310"
"MILFORD","QLD","4310"
"MOUNT ALFORD","QLD","4310"
"ROADVALE","QLD","4310"
"TEMPLIN","QLD","4310"
"WALLACES CREEK","QLD","4310"
"ATKINSONS DAM","QLD","4311"
"BRIGHTVIEW","QLD","4311"
"BUARABA","QLD","4311"
"CHURCHABLE","QLD","4311"
"CLARENDON","QLD","4311"
"COOLANA","QLD","4311"
"COOMINYA","QLD","4311"
"LOCKYER WATERS","QLD","4311"
"LOWOOD","QLD","4311"
"MINDEN","QLD","4311"
"MOUNT TARAMPA","QLD","4311"
"PATRICK ESTATE","QLD","4311"
"PRENZLAU","QLD","4311"
"RIFLE RANGE","QLD","4311"
"TARAMPA","QLD","4311"
"BRYDEN","QLD","4312"
"COAL CREEK","QLD","4312"
"CROSSDALE","QLD","4312"
"ESK","QLD","4312"
"GLEN ESK","QLD","4312"
"MOOMBRA","QLD","4312"
"MOUNT HALLEN","QLD","4312"
"MURRUMBA","QLD","4312"
"REDBANK CREEK","QLD","4312"
"SOMERSET DAM","QLD","4312"
"BIARRA","QLD","4313"
"BRAEMORE","QLD","4313"
"CRESSBROOK","QLD","4313"
"FULHAM","QLD","4313"
"GREGORS CREEK","QLD","4313"
"IVORY CREEK","QLD","4313"
"MOUNT BEPPO","QLD","4313"
"OTTABA","QLD","4313"
"SCRUB CREEK","QLD","4313"
"TOOGOOLAWAH","QLD","4313"
"YIMBUN","QLD","4313"
"BENARKIN","QLD","4314"
"BENARKIN NORTH","QLD","4314"
"BLACKBUTT","QLD","4314"
"BLACKBUTT NORTH","QLD","4314"
"BLACKBUTT SOUTH","QLD","4314"
"COLINTON","QLD","4314"
"GOOGA CREEK","QLD","4314"
"HARLIN","QLD","4314"
"LINVILLE","QLD","4314"
"MOORE","QLD","4314"
"MOUNT BINGA","QLD","4314"
"TAROMEO","QLD","4314"
"TEELAH","QLD","4314"
"ASHWELL","QLD","4340"
"CALVERT","QLD","4340"
"EBENEZER","QLD","4340"
"GRANDCHESTER","QLD","4340"
"LANEFIELD","QLD","4340"
"LOWER MOUNT WALKER","QLD","4340"
"MOUNT FORBES","QLD","4340"
"MOUNT MORT","QLD","4340"
"MOUNT WALKER","QLD","4340"
"ROSEVALE","QLD","4340"
"ROSEWOOD","QLD","4340"
"TALLEGALLA","QLD","4340"
"THE BLUFF","QLD","4340"
"BLENHEIM","QLD","4341"
"HATTON VALE","QLD","4341"
"KENSINGTON GROVE","QLD","4341"
"KENTVILLE","QLD","4341"
"LAIDLEY","QLD","4341"
"LAIDLEY CREEK WEST","QLD","4341"
"LAIDLEY HEIGHTS","QLD","4341"
"LAIDLEY NORTH","QLD","4341"
"LAIDLEY SOUTH","QLD","4341"
"MOUNT BERRYMAN","QLD","4341"
"MULGOWIE","QLD","4341"
"PLAINLAND","QLD","4341"
"REGENCY DOWNS","QLD","4341"
"SUMMERHOLM","QLD","4341"
"THORNTON","QLD","4341"
"TOWNSON","QLD","4341"
"CROWLEY VALE","QLD","4342"
"FOREST HILL","QLD","4342"
"GLEN CAIRN","QLD","4342"
"GLENORE GROVE","QLD","4342"
"LOCKROSE","QLD","4342"
"LYNFORD","QLD","4342"
"ADARE","QLD","4343"
"CAFFEY","QLD","4343"
"COLLEGE VIEW","QLD","4343"
"FORDSDALE","QLD","4343"
"GATTON","QLD","4343"
"JUNCTION VIEW","QLD","4343"
"LAKE CLARENDON","QLD","4343"
"LOWER TENTHILL","QLD","4343"
"MORTON VALE","QLD","4343"
"PLACID HILLS","QLD","4343"
"RINGWOOD","QLD","4343"
"ROCKSIDE","QLD","4343"
"ROPELEY","QLD","4343"
"SPRING CREEK","QLD","4343"
"UPPER TENTHILL","QLD","4343"
"WOODLANDS","QLD","4343"
"CARPENDALE","QLD","4344"
"FLAGSTONE CREEK","QLD","4344"
"HELIDON","QLD","4344"
"HELIDON SPA","QLD","4344"
"IREDALE","QLD","4344"
"LOCKYER","QLD","4344"
"ROCKMOUNT","QLD","4344"
"STOCKYARD","QLD","4344"
"UPPER FLAGSTONE","QLD","4344"
"MARBURG","QLD","4346"
"GRANTHAM","QLD","4347"
"MA MA CREEK","QLD","4347"
"MOUNT WHITESTONE","QLD","4347"
"VERADILLA","QLD","4347"
"WINWILL","QLD","4347"
"BLUE MOUNTAIN HEIGHTS","QLD","4350"
"CENTENARY HEIGHTS","QLD","4350"
"COTSWOLD HILLS","QLD","4350"
"CRANLEY","QLD","4350"
"DARLING HEIGHTS","QLD","4350"
"DRAYTON","QLD","4350"
"EAST TOOWOOMBA","QLD","4350"
"GLENVALE","QLD","4350"
"GOWRIE MOUNTAIN","QLD","4350"
"HARLAXTON","QLD","4350"
"HARRISTOWN","QLD","4350"
"KEARNEYS SPRING","QLD","4350"
"MIDDLE RIDGE","QLD","4350"
"MOUNT KYNOCH","QLD","4350"
"MOUNT LOFTY","QLD","4350"
"MOUNT RASCAL","QLD","4350"
"NEWTOWN","QLD","4350"
"NORTH TOOWOOMBA","QLD","4350"
"PRINCE HENRY HEIGHTS","QLD","4350"
"RANGEVILLE","QLD","4350"
"ROCKVILLE","QLD","4350"
"SOUTH TOOWOOMBA","QLD","4350"
"TOOWOOMBA","QLD","4350"
"TOOWOOMBA CITY","QLD","4350"
"TOP CAMP","QLD","4350"
"TORRINGTON","QLD","4350"
"WESTBROOK","QLD","4350"
"WILSONTON","QLD","4350"
"WILSONTON HEIGHTS","QLD","4350"
"BALLARD","QLD","4352"
"BIRNAM","QLD","4352"
"CABARLAH","QLD","4352"
"CAWDOR","QLD","4352"
"FIFTEEN MILE","QLD","4352"
"GEHAM","QLD","4352"
"GLENCOE","QLD","4352"
"GOWRIE JUNCTION","QLD","4352"
"GROOMSVILLE","QLD","4352"
"HAMPTON","QLD","4352"
"HIGHFIELDS","QLD","4352"
"HODGSON VALE","QLD","4352"
"KARARA","QLD","4352"
"KLEINTON","QLD","4352"
"KULPI","QLD","4352"
"MACLAGAN","QLD","4352"
"MERINGANDAN","QLD","4352"
"MERINGANDAN WEST","QLD","4352"
"MERRITTS CREEK","QLD","4352"
"MOUNT LUKE","QLD","4352"
"MURPHYS CREEK","QLD","4352"
"PECHEY","QLD","4352"
"PERANGA","QLD","4352"
"POSTMANS RIDGE","QLD","4352"
"POZIERES","QLD","4352"
"PRESTON","QLD","4352"
"RAVENSBOURNE","QLD","4352"
"SILVER RIDGE","QLD","4352"
"THORNVILLE","QLD","4352"
"UPPER LOCKYER","QLD","4352"
"VALE VIEW","QLD","4352"
"WITHCOTT","QLD","4352"
"WOOLMER","QLD","4352"
"WYREEMA","QLD","4352"
"BERGEN","QLD","4353"
"HADEN","QLD","4353"
"DOUGLAS","QLD","4354"
"GOOMBUNGEE","QLD","4354"
"KILBIRNIE","QLD","4354"
"CRESSBROOK CREEK","QLD","4355"
"CROWS NEST","QLD","4355"
"EMU CREEK","QLD","4355"
"PLAINBY","QLD","4355"
"BROXBURN","QLD","4356"
"IRONGATE","QLD","4356"
"LINTHORPE","QLD","4356"
"MOUNT TYSON","QLD","4356"
"PITTSWORTH","QLD","4356"
"SPRINGSIDE","QLD","4356"
"CLONTARF","QLD","4357"
"CYPRESS GARDENS","QLD","4357"
"MILLMERRAN","QLD","4357"
"MILLMERRAN DOWNS","QLD","4357"
"THE PINES","QLD","4357"
"CAMBOOYA","QLD","4358"
"RAMSAY","QLD","4358"
"ASCOT","QLD","4359"
"EAST GREENMOUNT","QLD","4359"
"GREENMOUNT","QLD","4359"
"GREENMOUNT EAST","QLD","4359"
"NOBBY","QLD","4360"
"BACK PLAINS","QLD","4361"
"CLIFTON","QLD","4361"
"PILTON","QLD","4361"
"SANDY CAMP","QLD","4361"
"UPPER PILTON","QLD","4361"
"ALLORA","QLD","4362"
"BERAT","QLD","4362"
"DEUCHAR","QLD","4362"
"GOOMBURRA","QLD","4362"
"HENDON","QLD","4362"
"MOUNT MARSHALL","QLD","4362"
"SOUTHBROOK","QLD","4363"
"BROOKSTEAD","QLD","4364"
"LEYBURN","QLD","4365"
"ALLAN","QLD","4370"
"CANNINGVALE","QLD","4370"
"CHERRY GULLY","QLD","4370"
"CUNNINGHAM","QLD","4370"
"ELBOW VALLEY","QLD","4370"
"FREESTONE","QLD","4370"
"GLADFIELD","QLD","4370"
"JUNABEE","QLD","4370"
"MARYVALE","QLD","4370"
"MASSIE","QLD","4370"
"MORGAN PARK","QLD","4370"
"MOUNT COLLIERY","QLD","4370"
"MOUNT TABOR","QLD","4370"
"PRATTEN","QLD","4370"
"ROSENTHAL HEIGHTS","QLD","4370"
"SLADEVALE","QLD","4370"
"WARWICK","QLD","4370"
"WILLOWVALE","QLD","4370"
"WOMINA","QLD","4370"
"EMU VALE","QLD","4371"
"YANGAN","QLD","4371"
"TANNYMOREL","QLD","4372"
"KILLARNEY","QLD","4373"
"THE FALLS","QLD","4373"
"DALVEEN","QLD","4374"
"COTTONVALE","NSW","4375"
"COTTONVALE","QLD","4375"
"FLEURBAIX","QLD","4375"
"THULIMBAH","QLD","4376"
"GLEN NIVEN","QLD","4377"
"THE SUMMIT","QLD","4377"
"APPLETHORPE","QLD","4378"
"AMIENS","QLD","4380"
"BROADWATER","QLD","4380"
"CANNON CREEK","QLD","4380"
"DALCOUTH","QLD","4380"
"DIAMONDVALE","QLD","4380"
"EUKEY","QLD","4380"
"GLENLYON","QLD","4380"
"GREENLANDS","QLD","4380"
"KYOOMBA","QLD","4380"
"MOUNT TULLY","QLD","4380"
"PASSCHENDAELE","QLD","4380"
"PIKEDALE","QLD","4380"
"RUBY CREEK","NSW","4380"
"SEVERNLEA","QLD","4380"
"STANTHORPE","QLD","4380"
"STORM KING","QLD","4380"
"THORNDALE","QLD","4380"
"FLETCHER","QLD","4381"
"GLEN APLIN","QLD","4381"
"BALLANDEAN","QLD","4382"
"SOMME","QLD","4382"
"WYBERBA","QLD","4382"
"JENNINGS","NSW","4383"
"WALLANGARRA","QLD","4383"
"CAMP CREEK","NSW","4385"
"TEXAS","QLD","4385"
"INGLEWOOD","QLD","4387"
"WARROO","QLD","4387"
"YELARBON","QLD","4388"
"GOONDIWINDI","QLD","4390"
"KINGSTHORPE","QLD","4400"
"AUBIGNY","QLD","4401"
"BIDDESTON","QLD","4401"
"OAKEY","QLD","4401"
"ROSALIE PLAINS","QLD","4401"
"COOYAR","QLD","4402"
"JONDARYAN","QLD","4403"
"QUINALOW","QLD","4403"
"IRVINGDALE","QLD","4404"
"BUNYA MOUNTAINS","QLD","4405"
"DALBY","QLD","4405"
"WERANGA","QLD","4405"
"HANNAFORD","QLD","4406"
"KAIMKILLENBUN","QLD","4406"
"KOGAN","QLD","4406"
"CECIL PLAINS","QLD","4407"
"BELL","QLD","4408"
"JANDOWAE","QLD","4410"
"WARRA","QLD","4411"
"BRIGALOW","QLD","4412"
"CHINCHILLA","QLD","4413"
"MILES","QLD","4415"
"CONDAMINE","QLD","4416"
"SURAT","QLD","4417"
"WANDOAN","QLD","4419"
"TAROOM","QLD","4420"
"TARA","QLD","4421"
"MEANDARRA","QLD","4422"
"GLENMORGAN","QLD","4423"
"DRILLHAM","QLD","4424"
"DULACCA","QLD","4425"
"JACKSON","QLD","4426"
"YULEBA","QLD","4427"
"WALLUMBILLA","QLD","4428"
"INJUNE","QLD","4454"
"BLYTHDALE","QLD","4455"
"HODGSON","QLD","4455"
"ORANGE HILL","QLD","4455"
"ROMA","QLD","4455"
"TINGUN","QLD","4455"
"AMBY","QLD","4462"
"MITCHELL","QLD","4465"
"MORVEN","QLD","4468"
"CHARLEVILLE","QLD","4470"
"BLACKALL","QLD","4472"
"AUGATHELLA","QLD","4477"
"TAMBO","QLD","4478"
"QUILPIE","QLD","4480"
"WINDORAH","QLD","4481"
"BIRDSVILLE","QLD","4482"
"DIRRANBANDI","QLD","4486"
"ST GEORGE","QLD","4487"
"BOLLON","QLD","4488"
"CUNNAMULLA","QLD","4490"
"YOWAH","QLD","4490"
"CAMERON CORNER","QLD","4492"
"BUNGUNYA","QLD","4494"
"NORTH TALWOOD","QLD","4496"
"TALWOOD","QLD","4496"
"THALLON","QLD","4497"
"TOOBEAH","QLD","4498"
"BRAY PARK","QLD","4500"
"BRENDALE","QLD","4500"
"CASHMERE","QLD","4500"
"CLEAR MOUNTAIN","QLD","4500"
"JOYNER","QLD","4500"
"STRATHPINE","QLD","4500"
"WARNER","QLD","4500"
"LAWNTON","QLD","4501"
"PETRIE","QLD","4502"
"DAKABIN","QLD","4503"
"GRIFFIN","QLD","4503"
"KALLANGUR","QLD","4503"
"KURWONGBAH","QLD","4503"
"MURRUMBA DOWNS","QLD","4503"
"WHITESIDE","QLD","4503"
"NARANGBA","QLD","4504"
"BURPENGARY","QLD","4505"
"BURPENGARY EAST","QLD","4505"
"MOORINA","QLD","4506"
"MORAYFIELD","QLD","4506"
"BANKSIA BEACH","QLD","4507"
"BELLARA","QLD","4507"
"BONGAREE","QLD","4507"
"WHITE PATCH","QLD","4507"
"WOORIM","QLD","4507"
"DECEPTION BAY","QLD","4508"
"MANGO HILL","QLD","4509"
"NORTH LAKES","QLD","4509"
"BEACHMERE","QLD","4510"
"BELLMERE","QLD","4510"
"CABOOLTURE","QLD","4510"
"CABOOLTURE SOUTH","QLD","4510"
"DONNYBROOK","QLD","4510"
"MELDALE","QLD","4510"
"MOODLU","QLD","4510"
"TOORBUL","QLD","4510"
"UPPER CABOOLTURE","QLD","4510"
"GODWIN BEACH","QLD","4511"
"NINGI","QLD","4511"
"SANDSTONE POINT","QLD","4511"
"BRACALBA","QLD","4512"
"WAMURAN","QLD","4512"
"WAMURAN BASIN","QLD","4512"
"BELLTHORPE","QLD","4514"
"CEDARTON","QLD","4514"
"D'AGUILAR","QLD","4514"
"DELANEYS CREEK","QLD","4514"
"MOUNT ARCHER","QLD","4514"
"MOUNT DELANEY","QLD","4514"
"NEURUM","QLD","4514"
"STANMORE","QLD","4514"
"STONY CREEK","QLD","4514"
"VILLENEUVE","QLD","4514"
"WOODFORD","QLD","4514"
"HAZELDEAN","QLD","4515"
"JIMNA","QLD","4515"
"KILCOY","QLD","4515"
"MOUNT KILCOY","QLD","4515"
"ROYSTON","QLD","4515"
"SANDY CREEK","QLD","4515"
"WINYA","QLD","4515"
"WOOLMAR","QLD","4515"
"ELIMBAH","QLD","4516"
"BEERBURRUM","QLD","4517"
"GLASS HOUSE MOUNTAINS","QLD","4518"
"BEERWAH","QLD","4519"
"COOCHIN CREEK","QLD","4519"
"CROHAMHURST","QLD","4519"
"PEACHESTER","QLD","4519"
"ARMSTRONG CREEK","QLD","4520"
"CAMP MOUNTAIN","QLD","4520"
"CEDAR CREEK","QLD","4520"
"CLOSEBURN","QLD","4520"
"DRAPER","QLD","4520"
"ENOGGERA RESERVOIR","QLD","4520"
"HIGHVALE","QLD","4520"
"JOLLYS LOOKOUT","QLD","4520"
"KOBBLE CREEK","QLD","4520"
"MOUNT GLORIOUS","QLD","4520"
"MOUNT NEBO","QLD","4520"
"MOUNT SAMSON","QLD","4520"
"SAMFORD VALLEY","QLD","4520"
"SAMFORD VILLAGE","QLD","4520"
"SAMSONVALE","QLD","4520"
"WIGHTS MOUNTAIN","QLD","4520"
"YUGAR","QLD","4520"
"CAMPBELLS POCKET","QLD","4521"
"DAYBORO","QLD","4521"
"KING SCRUB","QLD","4521"
"LACEYS CREEK","QLD","4521"
"MOUNT MEE","QLD","4521"
"MOUNT PLEASANT","QLD","4521"
"OCEAN VIEW","QLD","4521"
"RUSH CREEK","QLD","4521"
"LANDSBOROUGH","QLD","4550"
"MOUNT MELLUM","QLD","4550"
"AROONA","QLD","4551"
"BANYA","QLD","4551"
"BARINGA","QLD","4551"
"BATTERY HILL","QLD","4551"
"BELLS CREEK","QLD","4551"
"CALOUNDRA","QLD","4551"
"CALOUNDRA WEST","QLD","4551"
"CURRIMUNDI","QLD","4551"
"DICKY BEACH","QLD","4551"
"GOLDEN BEACH","QLD","4551"
"KINGS BEACH","QLD","4551"
"LITTLE MOUNTAIN","QLD","4551"
"MERIDAN PLAINS","QLD","4551"
"MOFFAT BEACH","QLD","4551"
"NIRIMBA","QLD","4551"
"PELICAN WATERS","QLD","4551"
"SHELLY BEACH","QLD","4551"
"BALD KNOB","QLD","4552"
"BALMORAL RIDGE","QLD","4552"
"BOOROOBIN","QLD","4552"
"CAMBROON","QLD","4552"
"CONONDALE","QLD","4552"
"CURRAMORE","QLD","4552"
"ELAMAN CREEK","QLD","4552"
"MALENY","QLD","4552"
"NORTH MALENY","QLD","4552"
"REESVILLE","QLD","4552"
"WITTA","QLD","4552"
"WOOTHA","QLD","4552"
"DIAMOND VALLEY","QLD","4553"
"GLENVIEW","QLD","4553"
"MOOLOOLAH VALLEY","QLD","4553"
"PALMVIEW","QLD","4553"
"EUDLO","QLD","4554"
"ILKLEY","QLD","4554"
"CHEVALLUM","QLD","4555"
"HUNCHY","QLD","4555"
"LANDERS SHOOT","QLD","4555"
"PALMWOODS","QLD","4555"
"BUDERIM","QLD","4556"
"FOREST GLEN","QLD","4556"
"MONS","QLD","4556"
"SIPPY DOWNS","QLD","4556"
"TANAWHA","QLD","4556"
"MOOLOOLABA","QLD","4557"
"MOUNTAIN CREEK","QLD","4557"
"COTTON TREE","QLD","4558"
"KULUIN","QLD","4558"
"MAROOCHYDORE","QLD","4558"
"DIDDILLIBAH","QLD","4559"
"KIELS MOUNTAIN","QLD","4559"
"WEST WOOMBYE","QLD","4559"
"WOOMBYE","QLD","4559"
"BLI BLI","QLD","4560"
"BURNSIDE","QLD","4560"
"COES CREEK","QLD","4560"
"COOLOOLABIN","QLD","4560"
"DULONG","QLD","4560"
"FLAXTON","QLD","4560"
"HIGHWORTH","QLD","4560"
"IMAGE FLAT","QLD","4560"
"KIAMBA","QLD","4560"
"KULANGOOR","QLD","4560"
"KUREELPA","QLD","4560"
"MAPLETON","QLD","4560"
"MONTVILLE","QLD","4560"
"NAMBOUR","QLD","4560"
"PARKLANDS","QLD","4560"
"PERWILLOWEN","QLD","4560"
"ROSEMOUNT","QLD","4560"
"TOWEN MOUNTAIN","QLD","4560"
"BRIDGES","QLD","4561"
"MAROOCHY RIVER","QLD","4561"
"NINDERRY","QLD","4561"
"NORTH ARM","QLD","4561"
"VALDORA","QLD","4561"
"YANDINA","QLD","4561"
"YANDINA CREEK","QLD","4561"
"BELLI PARK","QLD","4562"
"DOONAN","QLD","4562"
"EERWAH VALE","QLD","4562"
"EUMUNDI","QLD","4562"
"VERRIERDALE","QLD","4562"
"WEYBA DOWNS","QLD","4562"
"BLACK MOUNTAIN","QLD","4563"
"CARTERS RIDGE","QLD","4563"
"COOROY","QLD","4563"
"COOROY MOUNTAIN","QLD","4563"
"LAKE MACDONALD","QLD","4563"
"RIDGEWOOD","QLD","4563"
"TINBEERWAH","QLD","4563"
"MARCOOLA","QLD","4564"
"MUDJIMBA","QLD","4564"
"PACIFIC PARADISE","QLD","4564"
"TWIN WATERS","QLD","4564"
"BOREEN POINT","QLD","4565"
"COOROIBAH","QLD","4565"
"COOTHARABA","QLD","4565"
"NOOSA NORTH SHORE","QLD","4565"
"RINGTAIL CREEK","QLD","4565"
"TEWANTIN","QLD","4565"
"NOOSAVILLE","QLD","4566"
"NOOSA WATERS","QLD","4566"
"CASTAWAYS BEACH","QLD","4567"
"NOOSA HEADS","QLD","4567"
"NOOSA SPRINGS","QLD","4567"
"SUNRISE BEACH","QLD","4567"
"SUNSHINE BEACH","QLD","4567"
"FEDERAL","QLD","4568"
"PINBARREN","QLD","4568"
"POMONA","QLD","4568"
"COORAN","QLD","4569"
"AMAMOOR","QLD","4570"
"AMAMOOR CREEK","QLD","4570"
"ARALUEN","QLD","4570"
"BANKS POCKET","QLD","4570"
"BEENAAM VALLEY","QLD","4570"
"BOLLIER","QLD","4570"
"BROOLOO","QLD","4570"
"CALICO CREEK","QLD","4570"
"CANINA","QLD","4570"
"CEDAR POCKET","QLD","4570"
"CHATSWORTH","QLD","4570"
"COONDOO","QLD","4570"
"CORELLA","QLD","4570"
"CURRA","QLD","4570"
"DAGUN","QLD","4570"
"DOWNSFIELD","QLD","4570"
"EAST DEEP CREEK","QLD","4570"
"GLASTONBURY","QLD","4570"
"GLENWOOD","QLD","4570"
"GOOMBOORIAN","QLD","4570"
"GREENS CREEK","QLD","4570"
"GUNALDA","QLD","4570"
"GYMPIE","QLD","4570"
"IMBIL","QLD","4570"
"JONES HILL","QLD","4570"
"KANDANGA","QLD","4570"
"KIA ORA","QLD","4570"
"KYBONG","QLD","4570"
"LAGOON POCKET","QLD","4570"
"LANGSHAW","QLD","4570"
"LONG FLAT","QLD","4570"
"LOWER WONGA","QLD","4570"
"MCINTOSH CREEK","QLD","4570"
"MIVA","QLD","4570"
"MONKLAND","QLD","4570"
"MOOLOO","QLD","4570"
"MOTHAR MOUNTAIN","QLD","4570"
"NAHRUNDA","QLD","4570"
"NEERDIE","QLD","4570"
"NORTH DEEP CREEK","QLD","4570"
"PIE CREEK","QLD","4570"
"ROSS CREEK","QLD","4570"
"SCOTCHY POCKET","QLD","4570"
"SCRUBBY CREEK","QLD","4570"
"SEXTON","QLD","4570"
"SOUTHSIDE","QLD","4570"
"TAMAREE","QLD","4570"
"THE DAWN","QLD","4570"
"THEEBINE","QLD","4570"
"THE PALMS","QLD","4570"
"TRAVESTON","QLD","4570"
"TUCHEKOI","QLD","4570"
"VETERAN","QLD","4570"
"VICTORY HEIGHTS","QLD","4570"
"WALLU","QLD","4570"
"WIDGEE","QLD","4570"
"WILSONS POCKET","QLD","4570"
"WOLVI","QLD","4570"
"WOOLOOGA","QLD","4570"
"WOONDUM","QLD","4570"
"COMO","QLD","4571"
"KIN KIN","QLD","4571"
"ALEXANDRA HEADLAND","QLD","4572"
"COOLUM BEACH","QLD","4573"
"MARCUS BEACH","QLD","4573"
"MOUNT COOLUM","QLD","4573"
"PEREGIAN BEACH","QLD","4573"
"PEREGIAN SPRINGS","QLD","4573"
"POINT ARKWRIGHT","QLD","4573"
"YAROOMBA","QLD","4573"
"COOLABINE","QLD","4574"
"GHEERULLA","QLD","4574"
"KENILWORTH","QLD","4574"
"KIDAMAN CREEK","QLD","4574"
"MOY POCKET","QLD","4574"
"OBI OBI","QLD","4574"
"BIRTINYA","QLD","4575"
"BOKARINA","QLD","4575"
"BUDDINA","QLD","4575"
"KAWANA ISLAND","QLD","4575"
"MINYAMA","QLD","4575"
"PARREARRA","QLD","4575"
"WARANA","QLD","4575"
"WURTULLA","QLD","4575"
"COOLOOLA","QLD","4580"
"COOLOOLA COVE","QLD","4580"
"TIN CAN BAY","QLD","4580"
"EURONG","QLD","4581"
"FRASER ISLAND","QLD","4581"
"RAINBOW BEACH","QLD","4581"
"BLACK SNAKE","QLD","4600"
"CINNABAR","QLD","4600"
"KILKIVAN","QLD","4600"
"OAKVIEW","QLD","4600"
"GOOMERI","QLD","4601"
"KINBOMBI","QLD","4601"
"TANSEY","QLD","4601"
"CLOYNA","QLD","4605"
"CROWNTHORPE","QLD","4605"
"KITOBA","QLD","4605"
"MANYUNG","QLD","4605"
"MOFFATDALE","QLD","4605"
"MURGON","QLD","4605"
"REDGATE","QLD","4605"
"TABLELANDS","QLD","4605"
"WINDERA","QLD","4605"
"CHELMSFORD","QLD","4606"
"FICKS CROSSING","QLD","4606"
"WONDAI","QLD","4606"
"CUSHNIE","QLD","4608"
"TINGOORA","QLD","4608"
"WILKESDALE","QLD","4608"
"WOOROOLIN","QLD","4608"
"BALLOGIE","QLD","4610"
"BOOIE","QLD","4610"
"COOLABUNIA","QLD","4610"
"CRAWFORD","QLD","4610"
"DANGORE","QLD","4610"
